chrX	100425367	100507121	4930519F16Rik	0.439927620502573	-
chrX	70961936	70983873	Abcd1	0.928578860032279	+
chrX	45828121	45866740	Aifm1	0.415552846092826	-
chrX	71144652	71167209	Arhgap4	1.07766032710692	-
chrX	70931517	70961514	Bcap31	1.02449759286841	-
chrX	11613866	11657679	Bcor	1.04111227677136	-
chrX	45694535	45761226	Bcorl1	1.27338320147429	+
chrX	7170935	7182643	Ccdc22	0.409976711325654	-
chrX	157222240	157432636	Cdkl5	0.382011533230737	-
chrX	6790117	6896296	Clcn5	1.07042662889589	-
chrX	159339717	159341502	Ctps2	0.922819813372881	+
chrX	162960939	163023652	Egfl6	0.472416791538704	-
chrX	20510521	20527734	Elk1	0.459167182696796	-
chrX	71500169	71506887	Emd	1.20208911291114	+
chrX	7501402	7504876	Eras	0.356055171735898	-
chrX	17135042	17149133	Fundc1	0.147736310792579	-
chrX	162608386	162628444	Gemin8	1.03102310890559	+
chrX	12339404	12398618	Gm14634	1.10802614060532	+
chrX	7135728	7182507	Gm36995	1.14393566748169	-
chrX	7274257	7287388	Gpkow	1.23175967593114	+
chrX	165688125	165758304	Hccs	1.17048574228137	-
chrX	7507246	7525015	Hdac6	1.1753414709702	-
chrX	71267972	71268715	Irak1	0.951419733575313	-
chrX	71326374	71330936	Mecp2	0.474182752943741	-
chrX	161374101	161418307	Mospd2	0.475123417543237	-
chrX	71162813	71167167	Naa10	1.1340971924938	-
chrX	45265644	45268759	Ocrl	1.22087596932863	+
chrX	7305565	7308190	Praf2	1.1455068436103	+
chrX	7235659	7245312	Prickle3	0.93357595284647	+
chrX	162895682	162917578	Rab9	1.11609420273918	-
chrX	7719487	7722849	Rbm3	1.11298258197251	-
chrX	71173578	71176080	Renbp	0.452748467127028	-
chrX	7299371	7307656	RP23-109E24.10	0.938427784581712	+
chrX	71516151	71518474	Rpl10	0.998577850429893	+
chrX	71614556	71618585	Slc10a3	0.254841690917668	-
chrX	70919046	70926630	Slc6a8	1.14135628700456	+
chrX	39502860	39559298	Stag2	0.0532210678636359	+
chrX	20437641	20498044	Syn1	0.423812603614632	-
chrX	7215597	7230382	Syp	1.04113544131663	+
chrX	71528036	71535490	Taz	1.00714322766228	+
chrX	162937744	162948410	Tceanc	0.914438950881109	-
chrX	7476483	7485477	Timm17b	1.17717011825537	+
chrX	49107136	49154321	Usp26	0.295020926951302	-
chrX	7658579	7667624	Was	1.03348716285868	-
chrX	20606715	20639112	Zfp182	1.09304806074249	-
chrX	160391523	160396094	Zrsr2	0.926227798654852	-
