chrX	51046078	51061008	1700013H16Rik	1.05832754325561	-
chrX	150158482	150175665	2210013O21Rik	0.389233429252987	+
chrX	147726517	147779389	A230072E10Rik	0.479495437567534	-
chrX	101272774	101396456	C77370	0.400158598879698	-
chrX	110176140	110299118	Chm	0.362608828944936	-
chrX	103211039	103217789	Cox7b	0.417233463914683	+
chrX	126284512	127000370	Diaph2	1.01407062031449	+
chrX	65931799	65971138	Fmr1	0.116951135496235	+
chrX	66015109	66057742	Fmr1nb	0.338707679235149	+
chrX	82947276	83021963	Gk	0.389455002185982	-
chrX	50341314	50374836	Hprt	1.01275352376859	+
chrX	76868570	76880921	Mageb16	1.14973424539697	-
chrX	91780815	91787329	Maged1	0.319825402686713	-
chrX	103163423	103207245	Magt1	0.289208829443607	-
chrX	154028989	154036575	Mbtps2	1.1785759929781	-
chrX	135882030	135892277	Platr21	0.324967073751816	-
chrX	73031002	73119913	Pls3	0.19869071449513	-
chrX	90550106	90877494	Pola1	1.02470226449362	-
chrX	75006750	75041617	Prkx	0.250727824661192	-
chrX	75694952	75829121	Prrg1	0.271678654229428	-
chrX	54643320	54645974	Rbmx	0.156148901242223	-
chrX	101152502	101176623	Rlim	0.24464324937388	-
chrX	149044535	149204008	Shroom2	1.17999281468571	-
chrX	82819361	82879808	Tab3	0.467961753858794	+
chrX	74756352	74908322	Tbl1x	0.398851243502748	+
chrX	72759656	72767094	Vbp1	1.04791922574993	+
chrX	91359241	91368471	Zfx	0.402467872584293	-
