chrX	67639052	67642592	1110012L19Rik	0.560664113179025	+
chrX	150158482	150175665	2210013O21Rik	0.389233429252987	+
chrX	106029139	106121868	2810403D21Rik	3.34731633213351	+
chrX	72952271	73010038	4933407K13Rik	0.16535151681931	-
chrX	102239340	102265374	5530601H04Rik	0.796922059380061	-
chrX	20539240	20563863	A230072C01Rik	0.709946159033876	+
chrX	147726517	147779389	A230072E10Rik	0.479495437567534	-
chrX	138752536	138825078	Acsl4	0.703915745326852	-
chrX	45828121	45866740	Aifm1	0.415552846092826	-
chrX	140752347	140759740	Alg13	0.58956392080372	+
chrX	92615657	92640211	Amer1	0.270998253064924	-
chrX	139285689	139401271	Ammecr1	0.616159414052024	-
chrX	147006051	147022692	Apex2	0.518404636393246	-
chrX	131221058	131231296	Armcx4	0.330927544332501	+
chrX	103222661	103320265	Atp7a	0.494987079236061	+
chrX	103077294	103123916	Atrx	0.58957073438599	-
chrX	67716098	67730317	BC023829	0.82800078477558	-
chrX	132420522	132422009	Bhlhb9	0.624619290261581	+
chrX	72661967	72699340	Brcc3	3.46573590279973	+
chrX	101272774	101396456	C77370	0.400158598879698	-
chrX	50144377	50152645	Ccdc160	0.598113909082696	+
chrX	130842623	130897178	Cenpi	0.660596835706282	+
chrX	110176140	110299118	Chm	0.362608828944936	-
chrX	103211039	103217789	Cox7b	0.417233463914683	+
chrX	53708062	53761020	Ddx26b	0.398422470224169	+
chrX	97972624	98013747	Dlg3	0.335817307020978	+
chrX	82293634	82300936	Dmd	0.601803298993268	+
chrX	97171120	97592495	Eda	0.49508632255498	+
chrX	162960939	163023652	Egfl6	0.472416791538704	-
chrX	20510521	20527734	Elk1	0.459167182696796	-
chrX	99337055	99352430	Ercc6l	0.659908830640317	-
chrX	147778718	147906385	Fam120c	0.577485669220527	+
chrX	50596602	50622197	Fam122b	0.118275621647728	-
chrX	147481713	147524064	Fgd1	0.464648762979239	+
chrX	53984964	54046523	Fhl1	0.38722724280013	+
chrX	47916302	47988243	Firre	0.489557823269406	-
chrX	65931799	65971138	Fmr1	0.116951135496235	+
chrX	66015109	66057742	Fmr1nb	0.338707679235149	+
chrX	132277272	132338013	Gprasp1	0.614983954257566	+
chrX	91881415	91888583	Gspt2	0.56256669199847	+
chrX	148437940	148438985	Hsd17b10	0.401022121259082	+
chrX	54306760	54310383	Htatsf1	0.747475558716335	+
chrX	148238201	148269819	Huwe1	0.72719714255184	+
chrX	97689630	97711464	Igbp1	0.659525519230842	+
chrX	148733272	148762006	Kantr	0.477694435232276	-
chrX	97821076	97922553	Kif4	0.527842364657343	+
chrX	35806067	35809591	Lamp2	0.797642988301612	-
chrX	53838689	53851246	Mmgt1	3.46573590279973	-
chrX	72655783	72661882	Mtcp1	3.03823813147113	-
chrX	68468260	68509476	Mtm1	0.635213403952673	+
chrX	70163896	70203853	Nsdhl	0.801578305703984	+
chrX	162827965	162878636	Ofd1	0.56187852769695	-
chrX	102275114	102278499	Pbdc1	3.06642374504167	+
chrX	156567220	156576241	Pdha1	0.531492491854381	-
chrX	103382439	103399038	Pgk1	0.5112952079191	+
chrX	156940366	157036810	Phka2	0.620795622290964	+
chrX	160857719	160871848	Piga	0.858883121281074	+
chrX	160707505	160747709	Pir	0.534898082415721	+
chrX	151758461	151773010	Prdx4	0.200600631159503	-
chrX	159198394	159213827	Rbbp7	0.54494457767845	+
chrX	54643320	54645974	Rbmx	0.156148901242223	-
chrX	46048181	46063900	Rbmx2	0.798811021067343	+
chrX	158849886	159081533	Reps2	0.809661648856961	-
chrX	148439125	148450838	Ribc1	0.744215028577937	-
chrX	99382966	99384675	Rps4x	0.541856403613113	-
chrX	155693714	155749457	Rps6ka3	0.858486497677751	+
chrX	45976590	45984213	Slc25a14	0.514023336698565	+
chrX	98274549	98280744	Slc7a3	0.827992791142919	-
chrX	53862994	53917018	Slc9a6	0.548912284340524	+
chrX	148450971	148497237	Smc1a	0.579496648344819	+
chrX	39502860	39559298	Stag2	0.0532210678636359	+
chrX	96237920	96270067	Stard8	0.221113609528973	+
chrX	159294989	159326379	Syap1	0.766930619593029	-
chrX	82819361	82879808	Tab3	0.467961753858794	+
chrX	132705528	132706740	Tceal8	0.89494216954578	-
chrX	146843121	146893697	Tmem29	3.46573590279973	-
chrX	133508561	133511889	Tmsb15b1	0.805699785140366	-
chrX	133489804	133492564	Tmsb15b2	0.620281153231594	-
chrX	133489527	133511889	Tmsb15l	0.64489155716902	-
chrX	162878708	162891070	Trappc2	0.744049084934303	+
chrX	148771395	148776968	Tspyl2	0.457619171957399	-
chrX	159216851	159267386	Txlng	0.850564867006773	-
chrX	49107136	49154321	Usp26	0.295020926951302	-
chrX	20528788	20539143	Uxt	0.858492225668319	-
chrX	69062097	69070045	Vma21	0.639651860963527	+
chrX	39421095	39457996	Xiap	0.722529625541337	+
chrX	53599577	53618851	Zfp449	0.786479750584879	+
chrX	91359241	91368471	Zfx	0.402467872584293	-
