chrX	100425367	100507121	4930519F16Rik	0.439927620502573	-
chrX	101475996	101609185	Abcb7	0.362472992732904	-
chrX	151697048	151732189	Acot9	0.482456238995291	+
chrX	156828660	156907715	Adgrg2	3.46573590279973	+
chrX	91612522	91662432	Apoo	0.874817166774913	+
chrX	131252559	131256456	Armcx1	0.380318397261449	+
chrX	57476470	57657156	Atp11c	0.723444429803773	-
chrX	68673235	68746024	Cd99l2	0.293907466471059	-
chrX	157222240	157432636	Cdkl5	0.382011533230737	-
chrX	154259368	154481226	Cnksr2	0.0118096530954205	-
chrX	9231393	9240129	Dynlt3	0.512303539028823	-
chrX	94532477	94572489	Eda2r	0.655140958303761	-
chrX	45764226	45816309	Elf4	0.50798830350662	-
chrX	133584133	133617042	Fam199x	0.193643597286238	+
chrX	82947276	83021963	Gk	0.389455002185982	-
chrX	99447861	99560837	Gm14858	0.139170902254228	+
chrX	135893007	135893796	Gm8061	0.531571162537715	+
chrX	147417684	147451865	Gnl3l	0.861421965363364	-
chrX	49625603	49967098	Gpc3	0.460408755265212	-
chrX	49406198	49518429	Gpc4	0.477775060095573	-
chrX	99479978	99700289	Hdac8	0.328676733455109	-
chrX	68810121	68812448	Hmgb3	0.386884009983808	+
chrX	148578815	148659779	Iqsec2	0.056501386885603	+
chrX	149794156	149830340	Klf8	0.328907928241544	+
chrX	91480266	91499402	Klhl15	0.347953478704115	+
chrX	93144774	93152301	Las1l	0.663246248282277	-
chrX	91780815	91787329	Maged1	0.319825402686713	-
chrX	103163423	103207245	Magt1	0.289208829443607	-
chrX	155852504	155936689	Map7d2	0.758097122737453	+
chrX	57309133	57432266	Mcf2	0.802383416763626	-
chrX	98469599	98492804	Med12	0.249599822375833	+
chrX	161374101	161418307	Mospd2	0.475123417543237	-
chrX	72355987	72376183	Mpp1	0.731726554268688	-
chrX	93291436	93347298	Msn	0.429249631490419	+
chrX	99200383	99273195	Nhsl2	0.268324303950683	+
chrX	98625074	98637770	Nono	0.688459852057545	+
chrX	83437103	83441286	Nr0b1	0.288999518620133	+
chrX	95997140	96085948	Ophn1	0.31384820193019	-
chrX	90920441	90995290	Pcyt1b	0.524908599295411	+
chrX	91009946	91077540	Pdk3	0.370636908588888	-
chrX	71038698	71070308	Pdzd4	0.78117810380857	-
chrX	147022799	147047475	Pfkfb1	0.371105501786543	+
chrX	50265443	50310120	Phf6	0.708990421500338	+
chrX	99709314	99839585	Phka1	0.369665316817051	-
chrX	135882030	135892277	Platr21	0.324967073751816	-
chrX	73031002	73119913	Pls3	0.19869071449513	-
chrX	75006750	75041617	Prkx	0.250727824661192	-
chrX	136991152	137010679	Prps1	0.475350753455092	+
chrX	75694952	75829121	Prrg1	0.271678654229428	-
chrX	136526896	136533105	Rbm41	0.101420480361795	-
chrX	108501801	108576652	Rps6ka6	0.55608271688565	-
chrX	156065473	156411101	Sh3kbp1	0.590703866395786	+
chrX	71614556	71618585	Slc10a3	0.254841690917668	-
chrX	133537322	133572811	Slc25a53	0.282235409556683	-
chrX	98407298	98417888	Snx12	0.771172421707997	-
chrX	20437641	20498044	Syn1	0.423812603614632	-
chrX	136219535	136287944	Tbc1d8b	0.754332562842195	+
chrX	74756352	74908322	Tbl1x	0.398851243502748	+
chrX	101732308	101866403	Zdhhc15	0.712254364529431	-
chrX	45543221	45561779	Zdhhc9	0.818903128941152	-
chrX	45894802	45947550	Zfp280c	0.571206883840502	-
chrX	55283820	55289736	Zic3	0.51601733481599	+
chrX	131505911	131543724	Zmat1	0.652531545213494	-
chrX	98610277	98615555	Zmym3	2.98428808445755	-
